Position,Location,Gender,Education,Experience (Years),Salary,Salary_in_LPA,Combined_Tokens
Cuda Developer,Visakhapatnam,Female,B.Tech/B.E.,23,1800000,18LPA,"['cuda', 'developer', 'visakhapatnam', '1800000 salary', '23 experience (years)']"
Data Engineer GCP,Bengaluru,Male,B.A,14,2300000,23LPA,"['data', 'engineer', 'gcp', 'bengaluru', '2300000 salary', '14 experience (years)']"
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,8,700000,7LPA,"['cuda', 'developer', 'bengaluru', '700000 salary', '8 experience (years)']"
MS SQL Developer,Hyderabad,Male,B.A,5,2100000,21LPA,"['ms', 'sql', 'developer', 'hyderabad', '2100000 salary', '5 experience (years)']"
Cuda Developer,Noida,Female,BCA,14,1200000,12LPA,"['cuda', 'developer', 'bca', 'noida', '1200000 salary', '14 experience (years)']"
Data Analyst,Gurugram,Male,B.Com,14,1700000,17LPA,"['data', 'analyst', 'gurugram', '1700000 salary', '14 experience (years)']"
"MS SQL Developer,","Fazilka , Punjab - Punjab",Female,B.Tech/B.E.,26,700000,7LPA,"['ms', 'sql', 'developer', 'fazilka', 'punjab', 'punjab', '700000 salary', '26 experience (years)']"
BMC control admin,Coimbatore,Female,B.Sc,24,1700000,17LPA,"['bmc', 'control', 'admin', 'coimbatore', '1700000 salary', '24 experience (years)']"
Linux Admin,Indore,Female,B.Tech/B.E.,10,1300000,13LPA,"['linux', 'admin', 'indore', '1300000 salary', '10 experience (years)']"
performance testing,Hyderabad,Male,B.A,13,2100000,21LPA,"['performance', 'testing', 'hyderabad', '2100000 salary', '13 experience (years)']"
Product Owner,Noida,Female,B.Tech/B.E.,16,500000,5LPA,"['product', 'owner', 'noida', '500000 salary', '16 experience (years)']"
UI/UX Designer,"Cuttack, Odisha - Odisha",Male,B.Tech/B.E.,25,2300000,23LPA,"['ui', 'ux', 'designer', 'cuttack', 'odisha', 'odisha', '2300000 salary', '25 experience (years)']"
MS SQL Developer,New Delhi,Male,B.Com,13,1500000,15LPA,"['ms', 'sql', 'developer', 'new', 'delhi', '1500000 salary', '13 experience (years)']"
Data Engineer (EKL),Hyderabad,Female,B.Sc,26,1500000,15LPA,"['data', 'engineer', 'ekl', 'hyderabad', '1500000 salary', '26 experience (years)']"
Java With Flowable,Kanpur,Male,B.Com,24,900000,9LPA,"['java', 'with', 'flowable', 'kanpur', '900000 salary', '24 experience (years)']"
Android Mobile and IOS App Developer,Navi Mumbai,Male,B.Tech/B.E.,24,1300000,13LPA,"['android', 'mobile', 'and', 'ios', 'app', 'developer', 'navi', 'mumbai', '1300000 salary', '24 experience (years)']"
Supply Chain Warehouse,Bhubaneswar,Male,BCA,8,1700000,17LPA,"['supply', 'chain', 'warehouse', 'bca', 'bhubaneswar', '1700000 salary', '8 experience (years)']"
UI/UX Designer+Figma,New Delhi,Male,B.Sc,28,1500000,15LPA,"['ui', 'ux', 'new', 'delhi', '1500000 salary', '28 experience (years)']"
Distributed Support,Pune,Male,BCA,22,1500000,15LPA,"['distributed', 'support', 'bca', 'pune', '1500000 salary', '22 experience (years)']"
UI/UX Designer+Figma,Chennai,Male,B.Sc,26,1200000,12LPA,"['ui', 'ux', 'chennai', '1200000 salary', '26 experience (years)']"
UI/UX Designer+Figma,Ayodhya - Uttar Pradesh,Female,B.Tech/B.E.,20,700000,7LPA,"['ui', 'ux', 'ayodhya', 'uttar', 'pradesh', '700000 salary', '20 experience (years)']"
DATA BUSINESS ANALYST,Hyderabad,Female,B.Sc,8,600000,6LPA,"['data', 'business', 'analyst', 'hyderabad', '600000 salary', '8 experience (years)']"
BA Asset Management,Hubli,Female,B.Tech/B.E.,14,2400000,24LPA,"['ba', 'asset', 'management', 'hubli', '2400000 salary', '14 experience (years)']"
Product Manager,Gurugram,Male,BCA,21,1700000,17LPA,"['product', 'manager', 'bca', 'gurugram', '1700000 salary', '21 experience (years)']"
Cuda Developer,Mumbai,Male,BCA,17,2000000,20LPA,"['cuda', 'developer', 'bca', 'mumbai', '2000000 salary', '17 experience (years)']"
"Data Analyst, Data Engineer,",Bengaluru,Female,B.PHARMACY,6,2200000,22LPA,"['data', 'analyst', 'data', 'engineer', 'bengaluru', '2200000 salary', '6 experience (years)']"
OIC Developer,Patna,Male,B.Sc,28,1300000,13LPA,"['oic', 'developer', 'patna', '1300000 salary', '28 experience (years)']"
AWS Data Engineer,Pune,Female,B.Tech/B.E.,8,900000,9LPA,"['aws', 'data', 'engineer', 'pune', '900000 salary', '8 experience (years)']"
UX Developer,Pune,Female,B.Tech/B.E.,12,2300000,23LPA,"['ux', 'developer', 'pune', '2300000 salary', '12 experience (years)']"
SAP MDG Developer,Hyderabad,Female,Diploma,17,2500000,25LPA,"['sap', 'mdg', 'developer', 'diploma', 'hyderabad', '2500000 salary', '17 experience (years)']"
Distributed Support,Nagaur,Male,B.A,6,2100000,21LPA,"['distributed', 'support', 'nagaur', '2100000 salary', '6 experience (years)']"
Distributed Support,New Delhi,Female,B.Sc,28,1300000,13LPA,"['distributed', 'support', 'new', 'delhi', '1300000 salary', '28 experience (years)']"
MS SQL Developer,Lucknow,Male,B.Pharma,23,1100000,11LPA,"['ms', 'sql', 'developer', 'lucknow', '1100000 salary', '23 experience (years)']"
MS SQL Developer,Noida,Male,B.Sc,14,1800000,18LPA,"['ms', 'sql', 'developer', 'noida', '1800000 salary', '14 experience (years)']"
MS SQL Developer,Chennai,Male,B.Sc,6,1900000,19LPA,"['ms', 'sql', 'developer', 'chennai', '1900000 salary', '6 experience (years)']"
SAP MDG Developer,New Delhi,Male,BCA,8,2400000,24LPA,"['sap', 'mdg', 'developer', 'bca', 'new', 'delhi', '2400000 salary', '8 experience (years)']"
SAP MDG Developer,Kaithal,Male,B.B.A/ B.M.S,24,600000,6LPA,"['sap', 'mdg', 'developer', 'kaithal', '600000 salary', '24 experience (years)']"
MS SQL Developer,Bengaluru,Female,BBM,19,2000000,20LPA,"['ms', 'sql', 'developer', 'bbm', 'bengaluru', '2000000 salary', '19 experience (years)']"
MS SQL Developer,New Delhi,Male,B.Tech/B.E.,20,2400000,24LPA,"['ms', 'sql', 'developer', 'new', 'delhi', '2400000 salary', '20 experience (years)']"
MS SQL Developer,Hyderabad,Female,,20,2100000,21LPA,"['ms', 'sql', 'developer', 'hyderabad', '2100000 salary', '20 experience (years)']"
MS SQL Developer,New Delhi,Male,BCA,22,1100000,11LPA,"['ms', 'sql', 'developer', 'bca', 'new', 'delhi', '1100000 salary', '22 experience (years)']"
MS SQL Developer,Mumbai Suburban,Male,B.Sc,7,1800000,18LPA,"['ms', 'sql', 'developer', 'mumbai', 'suburban', '1800000 salary', '7 experience (years)']"
MS SQL Developer,Hyderabad,Female,Diploma,13,2400000,24LPA,"['ms', 'sql', 'developer', 'diploma', 'hyderabad', '2400000 salary', '13 experience (years)']"
Cuda Developer,New Delhi,Female,BCA,15,1100000,11LPA,"['cuda', 'developer', 'bca', 'new', 'delhi', '1100000 salary', '15 experience (years)']"
MS SQL DEVELOPER,Kolkata,Female,B.Tech/B.E.,15,1000000,10LPA,"['ms', 'sql', 'developer', 'kolkata', '1000000 salary', '15 experience (years)']"
Cuda Developer,Bengaluru,Male,B.A,20,1000000,10LPA,"['cuda', 'developer', 'bengaluru', '1000000 salary', '20 experience (years)']"
Workday,Noida,Female,B.Tech/B.E.,19,2200000,22LPA,"['workday', 'noida', '2200000 salary', '19 experience (years)']"
Product Owner,Noida,Male,B.Tech/B.E.,15,2100000,21LPA,"['product', 'owner', 'noida', '2100000 salary', '15 experience (years)']"
Product Owner,Coimbatore,Male,B.Tech/B.E.,25,1000000,10LPA,"['product', 'owner', 'coimbatore', '1000000 salary', '25 experience (years)']"
Sr. Product Manager,Mumbai,Female,B.Tech/B.E.,24,1600000,16LPA,"['sr', 'product', 'manager', 'mumbai', '1600000 salary', '24 experience (years)']"
Product Owner,Gurugram,Female,B.Tech/B.E.,14,1900000,19LPA,"['product', 'owner', 'gurugram', '1900000 salary', '14 experience (years)']"
UI/UX Designer+Figma,Noida,Male,B.Tech/B.E.,20,1600000,16LPA,"['ui', 'ux', 'noida', '1600000 salary', '20 experience (years)']"
Lead Business Analyst,Ghaziabad,Male,B.Tech/B.E.,5,1700000,17LPA,"['lead', 'business', 'analyst', 'ghaziabad', '1700000 salary', '5 experience (years)']"
Oracle Banking Trade Finance,Bhatkal,Female,B.Tech/B.E.,21,900000,9LPA,"['oracle', 'banking', 'trade', 'finance', 'bhatkal', '900000 salary', '21 experience (years)']"
UI / UI/UX Designer,Noida,Female,B.Sc,15,2500000,25LPA,"['ui', 'ui', 'ux', 'designer', 'noida', '2500000 salary', '15 experience (years)']"
,Chennai,Female,B.Sc,21,1700000,17LPA,"['chennai', '1700000 salary', '21 experience (years)']"
Oracle BI ETL Deve,Noida,Male,B.Sc,27,2100000,21LPA,"['oracle', 'bi', 'etl', 'deve', 'noida', '2100000 salary', '27 experience (years)']"
Tableau Server Admin,Pune,Female,B.A,23,1400000,14LPA,"['tableau', 'server', 'admin', 'pune', '1400000 salary', '23 experience (years)']"
Supply Chain Warehouse,Prayagraj,Female,B.Com,5,1400000,14LPA,"['supply', 'chain', 'warehouse', 'prayagraj', '1400000 salary', '5 experience (years)']"
Senior Infrastructure,Bengaluru,Male,B.Com,12,2300000,23LPA,"['senior', 'infrastructure', 'bengaluru', '2300000 salary', '12 experience (years)']"
Supply Chain Warehouse,Gurugram,Female,B.Com,7,800000,8LPA,"['supply', 'chain', 'warehouse', 'gurugram', '800000 salary', '7 experience (years)']"
Supply Chain Warehouse,New Delhi,Male,B.Sc,21,1100000,11LPA,"['supply', 'chain', 'warehouse', 'new', 'delhi', '1100000 salary', '21 experience (years)']"
MS SQL Developer,Gurugram,Female,B.Com,22,1700000,17LPA,"['ms', 'sql', 'developer', 'gurugram', '1700000 salary', '22 experience (years)']"
Business Analyst-CR,Hyderabad,Male,B.Tech/B.E.,6,500000,5LPA,"['business', 'analyst', 'cr', 'hyderabad', '500000 salary', '6 experience (years)']"
Business Analyst-CR,Pune,Female,B.Tech/B.E.,13,800000,8LPA,"['business', 'analyst', 'cr', 'pune', '800000 salary', '13 experience (years)']"
AWS Data Engineer,New Delhi,Male,B.Tech/B.E.,15,1100000,11LPA,"['aws', 'data', 'engineer', 'new', 'delhi', '1100000 salary', '15 experience (years)']"
Workday integration,Noida,Male,B.Com,14,2400000,24LPA,"['workday', 'integration', 'noida', '2400000 salary', '14 experience (years)']"
Senior Infrastructure,Not Mentioned,Female,B.B.A/ B.M.S,25,1500000,15LPA,"['senior', 'infrastructure', 'not', 'mentioned', '1500000 salary', '25 experience (years)']"
IAM Sailpoint,Kochi,Female,B.Sc,18,700000,7LPA,"['iam', 'sailpoint', 'kochi', '700000 salary', '18 experience (years)']"
Salesforce,Chandigarh,Male,B.Tech/B.E.,25,600000,6LPA,"['salesforce', 'chandigarh', '600000 salary', '25 experience (years)']"
Te chnic a l Pr o j e ct Mana g e r,Chennai,Female,Diploma,23,2100000,21LPA,"['te', 'chnic', 'a', 'l', 'pr', 'o', 'j', 'e', 'ct', 'mana', 'g', 'e', 'r', 'diploma', 'chennai', '2100000 salary', '23 experience (years)']"
Oracle Banking Trade Finance,Noida,Female,B.B.A/ B.M.S,9,1400000,14LPA,"['oracle', 'banking', 'trade', 'finance', 'noida', '1400000 salary', '9 experience (years)']"
Mainframe Support,Gurugram,Female,BCA,20,1500000,15LPA,"['mainframe', 'support', 'bca', 'gurugram', '1500000 salary', '20 experience (years)']"
Java with Flowable,Amritsar,Male,B.Sc,24,1400000,14LPA,"['java', 'with', 'flowable', 'amritsar', '1400000 salary', '24 experience (years)']"
Cuda Developer,Jalgaon,Male,B.Tech/B.E.,5,1000000,10LPA,"['cuda', 'developer', 'jalgaon', '1000000 salary', '5 experience (years)']"
Data Analyst,Kolhapur,Male,B.Com,8,1800000,18LPA,"['data', 'analyst', 'kolhapur', '1800000 salary', '8 experience (years)']"
Product Owner,Bilaspur,Male,B.Tech/B.E.,18,900000,9LPA,"['product', 'owner', 'bilaspur', '900000 salary', '18 experience (years)']"
C++,Noida,Male,B.Com,9,2100000,21LPA,"['noida', '2100000 salary', '9 experience (years)']"
Cuda Developer,Thiruvananthapuram,Male,Mtech,19,1800000,18LPA,"['cuda', 'developer', 'mtech', 'thiruvananthapuram', '1800000 salary', '19 experience (years)']"
C++,Gurugram,Female,B.A,6,1900000,19LPA,"['gurugram', '1900000 salary', '6 experience (years)']"
UI/UI/UX Designer,New Delhi,Female,B.Tech/B.E.,21,1800000,18LPA,"['ui', 'ui', 'ux', 'designer', 'new', 'delhi', '1800000 salary', '21 experience (years)']"
UI/UX Designer+Figma,New Delhi,Male,B.Sc,28,1600000,16LPA,"['ui', 'ux', 'new', 'delhi', '1600000 salary', '28 experience (years)']"
UI/UX Designer,Mumbai,Female,B.Tech/B.E.,10,2000000,20LPA,"['ui', 'ux', 'designer', 'mumbai', '2000000 salary', '10 experience (years)']"
UI/UX Designer,Gurugram,Male,B.Sc,9,2000000,20LPA,"['ui', 'ux', 'designer', 'gurugram', '2000000 salary', '9 experience (years)']"
Software Testing,Pune,Male,B.Com,8,1900000,19LPA,"['software', 'testing', 'pune', '1900000 salary', '8 experience (years)']"
C++,Hyderabad,Male,B.Com,8,1500000,15LPA,"['hyderabad', '1500000 salary', '8 experience (years)']"
UI/UX Designer+Figma,New Delhi,Male,,23,800000,8LPA,"['ui', 'ux', 'new', 'delhi', '800000 salary', '23 experience (years)']"
C++,Gurugram,Male,B.Tech/B.E.,22,2500000,25LPA,"['gurugram', '2500000 salary', '22 experience (years)']"
Agile project manager,Pune,Female,B.Sc,18,700000,7LPA,"['agile', 'project', 'manager', 'pune', '700000 salary', '18 experience (years)']"
UI/UX Designer+Figma,Gurugram,Male,B.Tech/B.E.,25,1700000,17LPA,"['ui', 'ux', 'gurugram', '1700000 salary', '25 experience (years)']"
Cuda Developer,Bengaluru,Male,B.Sc,16,1000000,10LPA,"['cuda', 'developer', 'bengaluru', '1000000 salary', '16 experience (years)']"
Oracle BI ETL Developer,Hyderabad,Male,BCA,25,900000,9LPA,"['oracle', 'bi', 'etl', 'developer', 'bca', 'hyderabad', '900000 salary', '25 experience (years)']"
"Product Owner, Sr. Product Manager,",Bengaluru,Female,B.Sc,17,2100000,21LPA,"['product', 'owner', 'sr', 'product', 'manager', 'bengaluru', '2100000 salary', '17 experience (years)']"
"Product Owner,",New Delhi,Male,B.Tech/B.E.,23,1000000,10LPA,"['product', 'owner', 'new', 'delhi', '1000000 salary', '23 experience (years)']"
UI/UX Designer+figma,Gurugram,Male,B.Tech/B.E.,9,2100000,21LPA,"['ui', 'ux', 'gurugram', '2100000 salary', '9 experience (years)']"
Servicenow Develope,Pune,Female,Diploma,26,900000,9LPA,"['servicenow', 'develope', 'diploma', 'pune', '900000 salary', '26 experience (years)']"
ServiceNow,Mumbai,Male,B.Tech/B.E.,28,2100000,21LPA,"['servicenow', 'mumbai', '2100000 salary', '28 experience (years)']"
"Servicenow Principa,",Hyderabad,Male,BCA,24,1800000,18LPA,"['servicenow', 'principa', 'bca', 'hyderabad', '1800000 salary', '24 experience (years)']"
Product Manager,Ramnagar,Male,B.Tech/B.E.,18,1100000,11LPA,"['product', 'manager', 'ramnagar', '1100000 salary', '18 experience (years)']"
UI/UX Designer+figma,New Delhi,Female,B.A,23,1300000,13LPA,"['ui', 'ux', 'new', 'delhi', '1300000 salary', '23 experience (years)']"
UI/UX Designer+Figma,Gurugram,Male,B.Tech/B.E.,22,1000000,10LPA,"['ui', 'ux', 'gurugram', '1000000 salary', '22 experience (years)']"
ruby on rails,Noida,Male,B.Tech/B.E.,16,2400000,24LPA,"['ruby', 'on', 'rails', 'noida', '2400000 salary', '16 experience (years)']"
Oracle DBA,Bilaspur,Female,B.A,8,1300000,13LPA,"['oracle', 'dba', 'bilaspur', '1300000 salary', '8 experience (years)']"
UX/UI Lead Designer,New Delhi,Male,B.Com,28,1400000,14LPA,"['ux', 'ui', 'lead', 'designer', 'new', 'delhi', '1400000 salary', '28 experience (years)']"
Senio infra structre specialist,Pune,Male,B.Com,6,1400000,14LPA,"['senio', 'infra', 'structre', 'specialist', 'pune', '1400000 salary', '6 experience (years)']"
BA Asset Managemen,New Delhi,Male,Diploma,9,600000,6LPA,"['ba', 'asset', 'managemen', 'diploma', 'new', 'delhi', '600000 salary', '9 experience (years)']"
Oracle BI ETL,Noida,Female,B.Com,18,1900000,19LPA,"['oracle', 'bi', 'etl', 'noida', '1900000 salary', '18 experience (years)']"
UI/UX Designer,Pune,Female,BCA,9,500000,5LPA,"['ui', 'ux', 'designer', 'bca', 'pune', '500000 salary', '9 experience (years)']"
MS SQL,Hyderabad,Male,B.A,14,1100000,11LPA,"['ms', 'sql', 'hyderabad', '1100000 salary', '14 experience (years)']"
SERVICE PROGRAM MANAGER,Mumbai,Male,BCA,11,2300000,23LPA,"['service', 'program', 'manager', 'bca', 'mumbai', '2300000 salary', '11 experience (years)']"
"Product Owner, Product Manager",Kolkata,,B.Sc,15,1000000,10LPA,"['product', 'owner', 'product', 'manager', 'kolkata', '1000000 salary', '15 experience (years)']"
Apache Druid,Navi Mumbai,Female,B.Sc,8,900000,9LPA,"['apache', 'druid', 'navi', 'mumbai', '900000 salary', '8 experience (years)']"
MS SQL,New Delhi,Female,BCA,13,2300000,23LPA,"['ms', 'sql', 'bca', 'new', 'delhi', '2300000 salary', '13 experience (years)']"
"Prouduct Owner,Product Manager",Guwahati,Male,Diploma,17,800000,8LPA,"['prouduct', 'owner', 'product', 'manager', 'diploma', 'guwahati', '800000 salary', '17 experience (years)']"
Cuda Developer,Bengaluru,Female,B.Sc,14,700000,7LPA,"['cuda', 'developer', 'bengaluru', '700000 salary', '14 experience (years)']"
UI/UX Designer,Bengaluru,Male,B.Tech/B.E.,27,2100000,21LPA,"['ui', 'ux', 'designer', 'bengaluru', '2100000 salary', '27 experience (years)']"
Product manager,Chennai,Female,LLB,24,2500000,25LPA,"['product', 'manager', 'llb', 'chennai', '2500000 salary', '24 experience (years)']"
MS SQL Developer,New Delhi,Female,B.Com,18,800000,8LPA,"['ms', 'sql', 'developer', 'new', 'delhi', '800000 salary', '18 experience (years)']"
Supply Chain Wareho,Bengaluru,Male,B.Com,24,1000000,10LPA,"['supply', 'chain', 'wareho', 'bengaluru', '1000000 salary', '24 experience (years)']"
DI Eclipse architect,Gurugram,Male,BCA,16,500000,5LPA,"['di', 'eclipse', 'architect', 'bca', 'gurugram', '500000 salary', '16 experience (years)']"
Python Automation,New Delhi,Male,B.A,23,1500000,15LPA,"['python', 'automation', 'new', 'delhi', '1500000 salary', '23 experience (years)']"
Network Engineer,Kolkata,Male,B.A,14,2100000,21LPA,"['network', 'engineer', 'kolkata', '2100000 salary', '14 experience (years)']"
Liferay developer,Pune,Male,BCA,23,700000,7LPA,"['liferay', 'developer', 'bca', 'pune', '700000 salary', '23 experience (years)']"
supply chain,New Delhi,Female,B.Com,15,2100000,21LPA,"['supply', 'chain', 'new', 'delhi', '2100000 salary', '15 experience (years)']"
Data science,New Delhi,Male,B.Sc,27,1400000,14LPA,"['data', 'science', 'new', 'delhi', '1400000 salary', '27 experience (years)']"
Salesforce developer,New Delhi,Male,B.Com,15,2400000,24LPA,"['salesforce', 'developer', 'new', 'delhi', '2400000 salary', '15 experience (years)']"
C++,Nagpur,Male,Diploma,27,2000000,20LPA,"['diploma', 'nagpur', '2000000 salary', '27 experience (years)']"
C++,Noida,Male,,26,1900000,19LPA,"['noida', '1900000 salary', '26 experience (years)']"
C++,Mumbai,Male,B.Com,15,1700000,17LPA,"['mumbai', '1700000 salary', '15 experience (years)']"
C++,New Delhi,Male,B.Com,9,1800000,18LPA,"['new', 'delhi', '1800000 salary', '9 experience (years)']"
Cuda Developer,Tiruchirapalli,Female,B.Sc,24,1500000,15LPA,"['cuda', 'developer', 'tiruchirapalli', '1500000 salary', '24 experience (years)']"
Cuda Developer,Mumbai,Male,B.Com,21,1900000,19LPA,"['cuda', 'developer', 'mumbai', '1900000 salary', '21 experience (years)']"
C++,New Delhi,Female,BCA,27,1800000,18LPA,"['bca', 'new', 'delhi', '1800000 salary', '27 experience (years)']"
C++,Pune,Female,B.Tech/B.E.,21,1100000,11LPA,"['pune', '1100000 salary', '21 experience (years)']"
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,16,1000000,10LPA,"['cuda', 'developer', 'bengaluru', '1000000 salary', '16 experience (years)']"
C++,Pune,Male,B.Tech/B.E.,23,1800000,18LPA,"['pune', '1800000 salary', '23 experience (years)']"
C++,Pune,Female,B.Com,7,700000,7LPA,"['pune', '700000 salary', '7 experience (years)']"
Cuda Developer,Noida,Female,B.Tech/B.E.,25,1700000,17LPA,"['cuda', 'developer', 'noida', '1700000 salary', '25 experience (years)']"
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,23,2000000,20LPA,"['cuda', 'developer', 'bengaluru', '2000000 salary', '23 experience (years)']"
